,Player,Year,Draft pick,Height (No Shoes),Height (With Shoes),Wingspan,Standing reach,Vertical (Max),Vertical (Max Reach),Vertical (No Step),Vertical (No Step Reach),Weight,Body Fat,Bench,Agility,Sprint,drafted or no,drafted_top10,Height (No Shoes)_zscore,Height (With Shoes)_zscore,Wingspan_zscore,Standing reach_zscore,Vertical (Max)_zscore,Vertical (Max Reach)_zscore,Vertical (No Step)_zscore,Vertical (No Step Reach)_zscore,Weight_zscore,Body Fat_zscore,Bench_zscore,Agility_zscore,Sprint_zscore
397,Taurean Prince,2016,12.0,199.39000000000001,202.565,212.09,259.08,91.44,350.52,86.36,345.44,99.79024,6.5,10.0,10.96,3.24,1,0,0.27119160206414933,0.26140249182323766,0.25454269053519685,-0.2607167220801117,0.26541319299954197,-0.05268521077000135,1.5560552610288463,0.7690252039419953,0.20982643399254602,-0.2864990839365553,-0.03597943025220917,-0.6890059234926758,-0.4773319694619652
398,Denzel Valentine,2016,14.0,193.04,197.485,210.185,259.08,81.28,340.36,68.58,327.66,95.25431999999999,9.2,10.0,10.51,3.46,1,0,-0.48997049493454065,-0.35011374470445106,0.0641512394259684,-0.2607167220801117,-0.9395801837799764,-1.0568604722666752,-0.9046674786099776,-0.8476475890097385,-0.1960866300828439,0.8058911680903181,-0.03597943025220917,-1.5511666232402255,1.3661905502868947
399,Justin Jackson,2016,15.0,200.66,203.835,210.185,262.89,87.63,350.52,74.93,337.82,87.543256,7.6,10.0,11.32,3.26,1,0,0.42342402146388464,0.41428155095516156,0.0641512394259684,0.04585767969869911,-0.18645932329277784,-0.05268521077000135,-0.025837928738967956,0.07616543553410786,-0.8861388390110055,0.15854879651883755,-0.03597943025220917,0.000722636305361403,-0.30973901312116314
400,Wade Baldwin,2016,17.0,189.23,193.04,211.455,254.0,96.52,350.52,82.55,336.55,91.625584,5.2,10.0,10.45,3.19,1,0,-0.9466677531337533,-0.885190451666183,0.1910788734987883,-0.6694825911185246,0.8679098813893011,-0.05268521077000135,1.028757531106241,-0.03931119253387164,-0.5208170813431546,-0.8124647608383833,-0.03597943025220917,-1.6661213832065662,-0.8963143603139815
401,Henry Ellenson,2016,18.0,208.28,212.09,219.07500000000002,274.32,88.9,351.79,74.93,337.82,109.76926399999999,11.2,10.0,11.254999999999999,3.28,1,0,1.3368185378623099,1.4079954353126583,0.9526446779357021,0.9655808850351315,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,1.1028351749584027,1.6150691325546689,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
402,Malik Beasley,2016,19.0,191.77,194.31,200.66,255.27,88.9,351.79,74.93,337.82,86.18248,6.9,10.0,11.254999999999999,3.28,1,0,-0.6422029143342759,-0.7323113925342591,-0.8878060161201737,-0.5672911238589202,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-1.0079127582336225,-0.12466349104368499,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
403,Caris LeVert,2016,20.0,197.485,200.66,208.28,256.54,88.9,351.79,74.93,337.82,86.636072,7.6,10.0,11.254999999999999,3.28,1,0,0.042842972964543036,0.032083903125353544,-0.12624021168326002,-0.46509965659931585,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.9673214518260835,0.15854879651883755,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
404,DeAndre Bembry,2016,21.0,193.675,197.485,206.375,256.54,96.52,353.06,81.28,337.82,93.893544,7.0,10.0,10.9,3.17,1,0,-0.4138542852346696,-0.35011374470445106,-0.31663166279248844,-0.46509965659931585,0.8679098813893011,0.19835860460416993,0.8529916211320397,0.07616543553410786,-0.31786054930545965,-0.08420459282046758,-0.03597943025220917,-0.8039606834590164,-1.0639073166547872
405,Malachi Richardson,2016,22.0,194.945,198.755,213.36,257.81,96.52,354.33,83.82000000000001,341.63,90.7184,7.0,10.0,10.56,3.33,1,0,-0.2616218658349343,-0.1972346855725306,0.3814703246080167,-0.3629081893397138,0.8679098813893011,0.32388051229125275,1.204523441080444,0.42259531973805153,-0.6019996941582326,-0.08420459282046758,-0.03597943025220917,-1.4553709899349412,0.276836334071659
406,Brice Johnson,2016,25.0,205.74,209.55,214.63,270.51,96.52,367.03000000000003,85.09,355.6,94.80072799999999,7.5,10.0,11.88,3.2,1,0,1.032353699062836,1.102237317048814,0.5083979586808338,0.6590064832563207,0.8679098813893011,1.5790995891621036,1.380289351054645,1.6928382284858468,-0.2366779364903829,0.11808989829562014,-0.03597943025220917,1.0736337293245328,-0.8125178821435768
407,Caleb Swanigan,2016,26.0,201.93,204.47,222.25,271.78000000000003,73.66,345.44,66.04,337.82,112.037224,12.6,10.0,12.8,3.28,1,0,0.5756564408636233,0.4907210805211218,1.2699637631177476,0.7611979505159274,-1.843325216364616,-0.5547728415183383,-1.2561992985583799,0.07616543553410786,1.3057917069960976,2.181493707679715,-0.03597943025220917,2.8362733821417416,-0.14214605678035735
408,Pascal Siakam,2016,27.0,203.835,207.01,221.615,273.05,92.71000000000001,365.76,77.47,350.52,102.965384,5.2,10.0,11.25,3.41,1,0,0.8040050699632296,0.7964791987849662,1.206499946081339,0.8633894177755295,0.416037365096983,1.453577681475015,0.3256938912094343,1.2309317162139184,0.493965578845319,-0.8124647608383833,-0.03597943025220917,-0.13339125032203547,0.9472081594348821
409,Skal Labissiere,2016,28.0,209.55,212.725,219.71,267.97,88.9,351.79,74.93,337.82,97.975872,5.7,10.0,11.254999999999999,3.28,1,0,1.4890509572620485,1.4844349648786186,1.0161084949721106,0.4546235487371166,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.04746120836239005,-0.6101702697222956,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
410,Jaylen Brown,2016,3.0,196.215,200.025,212.725,260.35,88.9,351.79,74.93,337.82,101.151016,5.1,10.0,11.254999999999999,3.28,1,1,-0.10938944643519564,-0.04435562644060669,0.31800650757160537,-0.15852525482050506,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.331600353215163,-0.8529236590616011,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
411,Damian Jones,2016,30.0,208.915,212.09,222.885,271.78000000000003,93.98,365.76,91.44,363.22,110.676448,6.6,10.0,11.35,3.2,1,0,1.4129347475621774,1.4079954353126583,1.333427580154156,0.7611979505159274,0.5666615371944225,1.453577681475015,2.2591189009256527,2.385697996893734,1.1840177877734805,-0.2460401857133379,-0.03597943025220917,0.058200016288530027,-0.8125178821435768
412,Josh Hart,2016,30.0,193.04,196.85,204.47,252.73,97.79,350.52,74.93,327.66,92.532768,5.8,10.0,11.15,3.2,1,0,-0.48997049493454065,-0.42655327427041473,-0.507023113901717,-0.771674058378129,1.0185340534867422,-0.05268521077000135,-0.025837928738967956,-0.8476475890097385,-0.43963446852807664,-0.5697113714990781,-0.03597943025220917,-0.32498251693260094,-0.8125178821435768
413,Deyonta Davis,2016,31.0,206.375,209.55,219.71,275.59000000000003,88.9,351.79,74.93,337.82,107.501304,9.7,10.0,11.254999999999999,3.28,1,0,1.1084699087627035,1.102237317048814,1.0161084949721106,1.0677723522947382,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.899878642920709,1.0081856592064058,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
414,Cheick Diallo,2016,33.0,201.93,205.74,224.79,273.05,88.9,361.95,78.74,351.79,99.336648,5.6,10.0,11.24,3.26,1,0,0.5756564408636233,0.6436001396530457,1.5238190312633846,0.8633894177755295,-0.03583515119533677,1.077011958413761,0.5014598011836354,1.346408344281903,0.16923512758500703,-0.6506291679455134,-0.03597943025220917,-0.15255037698309168,-0.30973901312116314
415,Tyler Ulis,2016,34.0,174.625,177.8,187.96,224.79,96.52,321.31,82.55,307.34000000000003,67.585208,5.2,10.0,10.8,3.2,1,0,-2.6973405762307325,-2.7197391612492527,-2.1570823568483615,-3.0198863380894068,0.8679098813893011,-2.939689087572946,1.028757531106241,-2.6952736380974365,-2.67215632094272,-0.8124647608383833,-0.03597943025220917,-0.9955519500695819,-0.8125178821435768
416,Malcolm Brogdon,2016,36.0,192.405,196.85,209.55,248.92000000000002,90.17,339.09000000000003,77.47,326.39,101.151016,5.4,10.0,10.77,3.31,1,0,-0.5660867046344082,-0.42655327427041473,0.0006874223895598666,-1.0782484601569375,0.1147890209021026,-1.182382379953758,0.3256938912094343,-0.9631242170777232,0.331600353215163,-0.7315469643919481,-0.03597943025220917,-1.053029330052754,0.10924337773085319
417,Chinanu Onuaku,2016,37.0,205.74,208.28,220.345,275.59000000000003,85.09,360.68,69.85,345.44,111.13004,8.6,10.0,11.65,3.5,1,0,1.032353699062836,0.9493582579168901,1.079572312008519,1.0677723522947382,-0.4877076674876566,0.9514900507266781,-0.7289015686357765,0.7690252039419953,1.2246090941810197,0.563137778751013,-0.03597943025220917,0.63297381612023,1.7013764629685062
418,Patrick McCaw,2016,38.0,196.215,200.025,208.28,255.27,96.52,351.79,76.2,331.47,82.100152,4.7,10.0,11.01,3.3,1,0,-0.10938944643519564,-0.04435562644060669,-0.12624021168326002,-0.5672911238589202,0.8679098813893011,0.0728366969170871,0.14992798123523318,-0.5012177048057949,-1.3732345159014736,-1.014759251954471,-0.03597943025220917,-0.5932102901873947,0.02544689956044843
419,Diamond Stone,2016,40.0,205.74,208.915,220.345,275.59000000000003,74.93,350.52,68.58,344.17,115.212368,12.9,10.0,12.02,3.5,1,0,1.032353699062836,1.0257977874828503,1.079572312008519,1.0677723522947382,-1.692701044267175,-0.05268521077000135,-0.9046674786099776,0.6535485758740157,1.5899308518488706,2.3028704023493676,-0.03597943025220917,1.3418615025793232,1.7013764629685062
420,Stephen Zimmerman,2016,41.0,208.915,212.725,221.615,275.59000000000003,78.74,354.33,66.04,341.63,106.140528,11.2,10.0,12.08,3.43,1,0,1.4129347475621774,1.4844349648786186,1.206499946081339,1.0677723522947382,-1.2408285279748568,0.32388051229125275,-1.2561992985583799,0.42259531973805153,0.7781047236980919,1.6150691325546689,-0.03597943025220917,1.456816262545664,1.1148011157756879
421,Isaiah Whitehead,2016,42.0,191.135,194.31,205.105,254.0,90.17,344.17,69.85,323.85,95.25431999999999,9.3,10.0,11.65,3.34,1,0,-0.7183191240341469,-0.7323113925342591,-0.4435592968653084,-0.6694825911185246,0.1147890209021026,-0.6802947492054211,-0.7289015686357765,-1.194077473213682,-0.1960866300828439,0.8463500663135363,-0.03597943025220917,0.63297381612023,0.36063281224206
422,Zhou Qi,2016,43.0,216.535,219.07500000000002,233.04500000000002,285.75,81.28,367.03000000000003,80.01,365.76,98.883056,4.9,10.0,11.27,3.46,1,0,2.3263292639606026,2.2488302605382344,2.3488486527367094,1.8853040903715639,-0.9395801837799764,1.5790995891621036,0.6772257111578386,2.6166512530296933,0.12864382117746803,-0.9338414555080359,-0.03597943025220917,-0.09507299699992304,1.3661905502868947
423,Demetrius Jackson,2016,45.0,182.88,186.055,196.85,236.22,110.49,346.71,95.25,331.47,87.996848,6.5,10.0,10.81,3.25,1,0,-1.7078298501324398,-1.7260252768917559,-1.2685889183386307,-2.100163132752974,2.524775774461139,-0.42925093383125545,2.786416630848258,-0.5012177048057949,-0.8455475326034666,-0.2864990839365553,-0.03597943025220917,-0.9763928234085256,-0.3935354912915642
424,Jake Layman,2016,47.0,203.2,206.375,206.375,259.08,100.33,359.41,83.82000000000001,342.9,94.80072799999999,7.1,10.0,11.35,3.24,1,0,0.7278888602633585,0.720039669219006,-0.31663166279248844,-0.2607167220801117,1.319782397681621,0.8259681430395953,1.204523441080444,0.5380719478060311,-0.2366779364903829,-0.04374569459725018,-0.03597943025220917,0.058200016288530027,-0.4773319694619652
425,Michael Gbinije,2016,49.0,196.85,200.025,201.93,256.54,95.25,351.79,85.09,341.63,92.98636,5.4,10.0,11.0,3.12,1,0,-0.033273236735328005,-0.04435562644060669,-0.7608783820473539,-0.46509965659931585,0.7172857092918619,0.0728366969170871,1.380289351054645,0.42259531973805153,-0.39904316212053764,-0.7315469643919481,-0.03597943025220917,-0.6123694168484509,-1.4828897075068
426,Kris Dunn,2016,5.0,190.5,193.675,207.01,254.0,88.9,351.79,74.93,337.82,96.841892,6.6,10.0,11.254999999999999,3.28,1,1,-0.7944353337340145,-0.8087509221002194,-0.2531678457560799,-0.6694825911185246,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.0540170576564568,-0.2460401857133379,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
427,Georges Niang,2016,50.0,200.025,204.47,208.28,261.62,78.74,340.36,63.5,325.12,104.779752,10.1,10.0,11.64,3.49,1,0,0.347307811764017,0.4907210805211218,-0.12624021168326002,-0.056333787560902966,-1.2408285279748568,-1.0568604722666752,-1.6077311185067842,-1.0786008451457028,0.656330804475475,1.170021252099276,-0.03597943025220917,0.6138146894591737,1.6175799847981052
428,Ben Bentil,2016,51.0,201.29500000000002,203.835,217.17000000000002,266.7,83.82000000000001,350.52,73.66,340.36,103.872568,9.7,10.0,11.16,3.3,1,0,0.4995402311637557,0.41428155095516156,0.7622532268264736,0.35243208147750993,-0.638331839585096,-0.05268521077000135,-0.20160383871317106,0.30711869167007205,0.575148191660397,1.0081856592064058,-0.03597943025220917,-0.30582339027154476,0.02544689956044843
429,Joel Bolomboy,2016,52.0,201.93,205.74,217.805,262.89,102.87,365.76,95.25,358.14,101.604608,5.2,10.0,10.26,3.17,1,0,0.5756564408636233,0.6436001396530457,0.8257170438628821,0.04585767969869911,1.6210307418765015,1.453577681475015,2.786416630848258,1.9237914846218058,0.372191659622702,-0.8124647608383833,-0.03597943025220917,-2.030144789766641,-1.0639073166547872
430,Kay Felder,2016,54.0,173.355,176.53,189.23,224.79,111.76,336.55,90.17,314.96,80.28578399999999,5.8,10.0,11.52,3.15,1,0,-2.849572995630471,-2.8726182203811765,-2.0301547227755443,-3.0198863380894068,2.6753999465585805,-1.4334261953279293,2.0833529909514517,-2.0024138696895544,-1.5355997415316296,-0.5697113714990781,-0.03597943025220917,0.3839051695264924,-1.231500272995593
431,Marcus Paige,2016,55.0,184.15,187.325,198.755,246.38,100.33,346.71,85.09,331.47,74.389088,4.3,10.0,10.82,3.15,1,0,-1.5555974307327012,-1.5731462177598354,-1.0781974672294021,-1.2826313946761463,1.319782397681621,-0.42925093383125545,1.380289351054645,-0.5012177048057949,-2.063286724829635,-1.1765948448473413,-0.03597943025220917,-0.9572336967474695,-1.231500272995593
432,Daniel Hamilton,2016,56.0,198.755,203.2,205.74,262.89,73.66,336.55,66.04,328.93,89.357624,6.0,10.0,11.48,3.4,1,0,0.19507539236427832,0.3378420213891979,-0.380095479828897,0.04585767969869911,-1.843325216364616,-1.4334261953279293,-1.2561992985583799,-0.732170960941759,-0.7237736133808496,-0.48879357505264304,-0.03597943025220917,0.30726866288226756,0.8634116812644773
433,Isaiah Cousins,2016,59.0,191.135,194.31,198.755,250.19,93.98,344.17,77.47,327.66,87.996848,4.8,10.0,10.79,3.24,1,0,-0.7183191240341469,-0.7323113925342591,-1.0781974672294021,-0.9760569928973354,0.5666615371944225,-0.6802947492054211,0.3256938912094343,-0.8476475890097385,-0.8455475326034666,-0.9743003537312537,-0.03597943025220917,-1.0147110767306415,-0.4773319694619652
434,Jaron Blossomgame,2016,59.0,198.755,201.29500000000002,208.28,259.08,104.14,363.22,88.9,347.98,97.068688,5.3,10.0,11.53,3.2,1,0,0.19507539236427832,0.1085234326913172,-0.12624021168326002,-0.2607167220801117,1.7716549139739408,1.2025338661008493,1.9075870809772506,0.9999784600779594,-0.03372140445268794,-0.7720058626151659,-0.03597943025220917,0.4030642961875486,-0.8125178821435768
435,Buddy Hield,2016,6.0,192.405,195.58,206.375,256.54,88.9,351.79,74.93,337.82,96.161504,6.1,10.0,11.254999999999999,3.28,1,1,-0.5660867046344082,-0.5794323334023352,-0.31663166279248844,-0.46509965659931585,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.11490401726776593,-0.4483346768294256,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
436,Marquese Chriss,2016,8.0,205.105,208.28,213.995,266.7,97.79,364.49,82.55,349.25,105.686936,8.5,10.0,11.93,3.26,1,1,0.9562374893629648,0.9493582579168901,0.44493414164442524,0.35243208147750993,1.0185340534867422,1.3280557737879322,1.028757531106241,1.1154550881459389,0.737513417290553,0.5226788805277955,-0.03597943025220917,1.169429362629814,-0.30973901312116314
437,Jakob Poeltl,2016,9.0,213.995,215.9,220.345,283.21,88.9,351.79,74.93,337.82,108.408488,5.8,10.0,11.254999999999999,3.28,1,1,2.021864425161129,1.8666326127084265,1.079572312008519,1.6809211558523551,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.981061255735787,-0.5697113714990781,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
438,A.J. English,2016,,187.96,190.5,208.28,250.19,90.17,340.36,74.93,325.12,82.553744,5.3,10.0,12.27,3.28,0,1,-1.0989001725334886,-1.1909485699300273,-0.12624021168326002,-0.9760569928973354,0.1147890209021026,-1.0568604722666752,-0.025837928738967956,-1.0786008451457028,-1.3326432094939344,-0.7720058626151659,-0.03597943025220917,1.8208396691057387,-0.14214605678035735
439,Cat Barber,2016,,186.69,189.865,196.85,242.57,88.9,351.79,74.93,337.82,78.471416,4.5,10.0,11.254999999999999,3.28,0,1,-1.2511325919332272,-1.2673880994959876,-1.2685889183386307,-1.589205796454957,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-1.6979649671617842,-1.0956770484009062,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
440,Dedric Lawson,2016,,200.66,203.2,219.71,270.51,71.12,341.63,57.15,327.66,102.0582,11.1,10.0,12.48,3.65,0,1,0.42342402146388464,0.3378420213891979,1.0161084949721106,0.6590064832563207,-2.1445735605594947,-0.9313385645795924,-2.486560668377793,-0.8476475890097385,0.412782966030241,1.5746102343314516,-0.03597943025220917,2.223181328987929,2.9583236355245477
441,Dorian Finney-Smith,2016,,199.39000000000001,202.565,212.725,267.97,90.17,358.14,82.55,350.52,96.615096,6.5,10.0,11.01,3.27,0,1,0.27119160206414933,0.26140249182323766,0.31800650757160537,0.4546235487371166,0.1147890209021026,0.7004462353525068,1.028757531106241,1.2309317162139184,-0.07431271086022694,-0.2864990839365553,-0.03597943025220917,-0.5932102901873947,-0.2259425349507584
442,Elgin Cook,2016,,195.58,198.755,208.28,255.27,88.9,351.79,74.93,337.82,95.25431999999999,6.4,10.0,11.254999999999999,3.28,0,1,-0.18550565613506328,-0.1972346855725306,-0.12624021168326002,-0.5672911238589202,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.1960866300828439,-0.3269579821597727,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
443,Gary Payton II,2016,,187.96,190.5,203.2,252.73,97.79,350.52,80.01,332.74,83.460928,4.0,10.0,11.57,3.23,0,1,-1.0989001725334886,-1.1909485699300273,-0.6339507479745368,-0.771674058378129,1.0185340534867422,-0.05268521077000135,0.6772257111578386,-0.3857410767378153,-1.2514605966788566,-1.297971539516994,-0.03597943025220917,0.47970080283177685,-0.5611284476323699
444,Isaiah Miles,2016,,200.025,202.565,209.55,266.7,80.01,346.71,60.96,327.66,99.79024,9.6,10.0,11.76,3.39,0,1,0.347307811764017,0.26140249182323766,0.0006874223895598666,0.35243208147750993,-1.0902043558774157,-0.42925093383125545,-1.9592629384551874,-0.8476475890097385,0.20982643399254602,0.9677267609831884,-0.03597943025220917,0.8437242093918516,0.7796152030940763
445,Jarrod Uthoff,2016,,204.47,207.645,212.09,264.16,87.63,351.79,73.66,337.82,97.068688,6.0,10.0,11.52,3.5,0,1,0.8801212796630973,0.8729187283509299,0.25454269053519685,0.14804914695830576,-0.18645932329277784,0.0728366969170871,-0.20160383871317106,0.07616543553410786,-0.03372140445268794,-0.48879357505264304,-0.03597943025220917,0.3839051695264924,1.7013764629685062
446,Kyle Wiltjer,2016,,205.105,208.28,213.995,260.35,90.17,350.52,72.39,332.74,110.222856,15.3,10.0,11.35,3.48,0,1,0.9562374893629648,0.9493582579168901,0.44493414164442524,-0.15852525482050506,0.1147890209021026,-0.05268521077000135,-0.3773697486873722,-0.3857410767378153,1.1434264813659416,3.2738839597065894,-0.03597943025220917,0.058200016288530027,1.5337835066277004
447,Malik Newman,2016,,188.595,191.77,197.485,247.65,90.17,337.82,76.2,323.85,82.553744,5.6,10.0,10.88,3.28,0,1,-1.0227839628336208,-1.0380695107981035,-1.2051251013022193,-1.1804399274165418,0.1147890209021026,-1.3079042876408464,0.14992798123523318,-1.194077473213682,-1.3326432094939344,-0.6506291679455134,-0.03597943025220917,-0.8422789367811288,-0.14214605678035735
448,Marcus Lee,2016,,205.74,208.915,220.98,273.05,90.17,363.22,72.39,345.44,95.707912,5.4,10.0,11.68,3.25,0,1,1.032353699062836,1.0257977874828503,1.1430361290449276,0.8633894177755295,0.1147890209021026,1.2025338661008493,-0.3773697486873722,0.7690252039419953,-0.15549532367530491,-0.7315469643919481,-0.03597943025220917,0.6904511961033986,-0.3935354912915642
449,Melo Trimble,2016,,186.055,189.23,187.96,234.95000000000002,90.17,325.12,67.31,302.26,87.089664,8.4,10.0,10.57,3.2,0,1,-1.3272488016330948,-1.3438276290619513,-2.1570823568483615,-2.202354600012576,0.1147890209021026,-2.5631233645116915,-1.0804333885841788,-3.157180150369365,-0.9267301454185446,0.4822199823045782,-0.03597943025220917,-1.436211863273885,-0.8125178821435768
450,Nigel Hayes,2016,,198.755,201.29500000000002,220.98,273.05,72.39,345.44,64.77,337.82,111.13004,10.9,10.0,12.11,3.2,0,1,0.19507539236427832,0.1085234326913172,1.1430361290449276,0.8633894177755295,-1.9939493884620554,-0.5547728415183383,-1.431965208532583,0.07616543553410786,1.2246090941810197,1.4936924378850167,-0.03597943025220917,1.5142936425288325,-0.8125178821435768
451,Perry Ellis,2016,,200.66,203.835,208.915,259.08,96.52,355.6,81.28,340.36,98.883056,4.6,10.0,10.73,3.13,0,1,0.42342402146388464,0.41428155095516156,-0.0627763946468515,-0.2607167220801117,0.8679098813893011,0.4494024199783412,0.8529916211320397,0.30711869167007205,0.12864382117746803,-1.0552181501776887,-0.03597943025220917,-1.1296658366969787,-1.399093229336399
452,Robert Carter,2016,,200.025,204.47,221.615,270.51,77.47,347.98,62.230000000000004,332.74,113.851592,12.5,10.0,11.97,3.65,0,1,0.347307811764017,0.4907210805211218,1.206499946081339,0.6590064832563207,-1.3914527000722963,-0.303729026144167,-1.7834970284809852,-0.3857410767378153,1.4681569326262536,2.1410348094564973,-0.03597943025220917,1.2460658692740423,2.9583236355245477
453,Ron Baker,2016,,191.135,193.675,207.645,247.65,90.17,337.82,76.2,323.85,96.161504,7.9,10.0,10.77,3.45,0,1,-0.7183191240341469,-0.8087509221002194,-0.18970402871966857,-1.1804399274165418,0.1147890209021026,-1.3079042876408464,0.14992798123523318,-1.194077473213682,-0.11490401726776593,0.27992549118849047,-0.03597943025220917,-1.053029330052754,1.2823940721164937
454,Sheldon McClellan,2016,,195.58,198.755,200.66,252.73,105.41,358.14,88.9,341.63,89.811216,4.8,10.0,10.45,3.26,0,1,-0.18550565613506328,-0.1972346855725306,-0.8878060161201737,-0.771674058378129,1.92227908607138,0.7004462353525068,1.9075870809772506,0.42259531973805153,-0.6831823069733106,-0.9743003537312537,-0.03597943025220917,-1.6661213832065662,-0.30973901312116314
455,Troy Williams,2016,,197.485,200.025,203.835,259.08,91.44,350.52,76.2,335.28000000000003,98.883056,10.0,10.0,10.72,3.35,0,1,0.042842972964543036,-0.04435562644060669,-0.5704869309381254,-0.2607167220801117,0.26541319299954197,-0.05268521077000135,0.14992798123523318,-0.15478782060185114,0.12864382117746803,1.1295623538760589,-0.03597943025220917,-1.148824963358035,0.44442929041246476
456,Wayne Selden,2016,,193.675,197.485,209.55,256.54,88.9,351.79,74.93,337.82,105.233344,7.3,10.0,11.254999999999999,3.28,0,1,-0.4138542852346696,-0.35011374470445106,0.0006874223895598666,-0.46509965659931585,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.6969221108830139,0.03717210184918498,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
457,Zach Collins,2017,10.0,208.915,213.36,215.9,281.94,88.9,351.79,74.93,337.82,105.233344,8.9,10.0,11.254999999999999,3.28,1,1,1.4129347475621774,1.5608744944445823,0.6353255927536537,1.578729688592753,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.6969221108830139,0.6845144734206658,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
458,Luke Kennard,2017,12.0,194.31,196.85,196.215,250.19,88.9,351.79,74.93,337.82,88.904032,6.6,10.0,11.254999999999999,3.28,1,0,-0.33773807553480195,-0.42655327427041473,-1.332052735375039,-0.9760569928973354,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,-0.7643649197883886,-0.2460401857133379,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
459,Donovan Mitchell,2017,13.0,186.055,190.5,208.28,246.38,102.87,349.25,92.71000000000001,339.09000000000003,95.707912,5.9,10.0,11.53,3.01,1,0,-1.3272488016330948,-1.1909485699300273,-0.12624021168326002,-1.2826313946761463,1.6210307418765015,-0.17820711845708417,2.434884810899856,0.19164206360209254,-0.15549532367530491,-0.5292524732758604,-0.03597943025220917,0.4030642961875486,-2.4046509673812335
460,Bam Adebayo,2017,14.0,205.105,207.645,220.345,274.32,97.79,372.11,85.09,359.41,110.222856,5.2,10.0,11.94,3.24,1,0,0.9562374893629648,0.8729187283509299,1.079572312008519,0.9655808850351315,1.0185340534867422,2.0811872199104404,1.380289351054645,2.0392681126897902,1.1434264813659416,-0.8124647608383833,-0.03597943025220917,1.1885884892908702,-0.4773319694619652
461,Justin Patton,2017,16.0,208.28,211.455,220.98,283.21,77.47,360.68,66.04,349.25,103.872568,7.8,10.0,11.8,3.46,1,0,1.3368185378623099,1.3315559057466981,1.1430361290449276,1.6809211558523551,-1.3914527000722963,0.9514900507266781,-1.2561992985583799,1.1154550881459389,0.575148191660397,0.2394665929652727,-0.03597943025220917,0.9203607160360798,1.3661905502868947
462,D.J. Wilson,2017,17.0,205.105,209.55,220.98,278.13,88.9,351.79,74.93,337.82,106.140528,6.4,10.0,11.254999999999999,3.28,1,0,0.9562374893629648,1.102237317048814,1.1430361290449276,1.2721552868139423,-0.03583515119533677,0.0728366969170871,-0.025837928738967956,0.07616543553410786,0.7781047236980919,-0.3269579821597727,-0.03597943025220917,-0.12381168699150906,-0.14214605678035735
463,T.J. Leaf,2017,18.0,205.105,207.645,210.82,271.78000000000003,87.63,359.41,73.66,345.44,100.697424,6.8,10.0,11.55,3.27,1,0,0.9562374893629648,0.8729187283509299,0.12761505646237692,0.7611979505159274,-0.18645932329277784,0.8259681430395953,-0.20160383871317106,0.7690252039419953,0.291009046807624,-0.16512238926690273,-0.03597943025220917,0.44138254950966443,-0.2259425349507584
464,John Collins,2017,19.0,203.835,207.01,211.455,270.51,95.25,365.76,83.82000000000001,354.33,102.0582,5.4,10.0,11.66,3.27,1,0,0.8040050699632296,0.7964791987849662,0.1910788734987883,0.6590064832563207,0.7172857092918619,1.453577681475015,1.204523441080444,1.577361600417862,0.412782966030241,-0.7315469643919481,-0.03597943025220917,0.6521329427812861,-0.2259425349507584
